Invoice ID,Branch,CustomerID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Longitude,Latitude,Year,Month,Day,Day_Name
144-51-6085,A,C1601,Yangon,Member,Male,Home and lifestyle,70.74,6,21.222,424.44,2019-02-13,16:05,Credit card,282.96,4.761904762,141.48,4.4,96.1735,16.8409,2019,2,13,Wednesday
731-14-2199,A,C1640,Yangon,Member,Female,Home and lifestyle,35.54,14,24.878,497.56,2019-05-02,13:34,Ewallet,355.4,4.761904762,142.16,7.0,96.1735,16.8409,2019,5,2,Thursday
783-09-1637,B,C1202,Mandalay,Normal,Female,Sports and travel,67.43,7,23.6005,472.01,2019-10-27,18:13,Ewallet,337.15,4.761904762,134.86,7.56,96.0891,21.9588,2019,10,27,Sunday
687-15-1097,C,C1306,Naypyitaw,Member,Female,Health and beauty,21.12,3,3.168,63.36,2019-03-13,19:17,Cash,42.24,4.761904762,21.12,10.0,96.0785,19.7633,2019,3,13,Wednesday
126-54-1082,A,C1870,Yangon,Member,Female,Home and lifestyle,21.54,13,14.001,280.02,2019-03-02,11:44,Credit card,193.86,4.761904762,86.16,8.8,96.1735,16.8409,2019,3,2,Saturday
633-91-1052,A,C1693,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,24.06,2019-07-25,15:51,Cash,24.06,4.761904762,0.0,5.1,96.1735,16.8409,2019,7,25,Thursday
477-24-6490,B,C1219,Mandalay,Normal,Female,Health and beauty,99.71,8,39.884,797.68,2019-04-02,16:52,Ewallet,598.26,4.761904762,199.42,9.48,96.0891,21.9588,2019,4,2,Tuesday
566-19-5475,B,C1206,Mandalay,Normal,Male,Fashion accessories,47.97,10,23.985,479.7,2019-08-29,20:52,Cash,335.79,4.761904762,143.91,7.44,96.0891,21.9588,2019,8,29,Thursday
526-86-8552,C,C1484,Naypyitaw,Member,Female,Home and lifestyle,21.82,17,18.547,370.94,2019-09-14,17:36,Cash,218.2,4.761904762,152.74,7.455,96.0785,19.7633,2019,9,14,Saturday
376-56-3573,C,C1367,Naypyitaw,Normal,Female,Fashion accessories,95.42,5,23.855,477.1,2019-08-31,13:23,Ewallet,381.68,4.761904762,95.42,6.72,96.0785,19.7633,2019,8,31,Saturday
537-72-0426,C,C1392,Naypyitaw,Member,Male,Fashion accessories,70.99,17,15.468250000000001,1206.83,2019-07-12,16:28,Cash,709.9,4.761904762,496.93,5.985,96.0785,19.7633,2019,7,12,Friday
828-61-5674,A,C1727,Yangon,Member,Male,Sports and travel,44.02,14,30.814,616.28,2019-04-17,19:57,Credit card,440.2,4.761904762,176.08,9.6,96.1735,16.8409,2019,4,17,Wednesday
136-08-6195,A,C1811,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,559.68,2019-01-17,17:01,Credit card,559.68,4.761904762,0.0,6.4,96.1735,16.8409,2019,1,17,Thursday
523-38-0215,C,C1456,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,37.0,2019-07-14,13:29,Credit card,37.0,4.761904762,0.0,8.295,96.0785,19.7633,2019,7,14,Sunday
490-29-1201,A,C1800,Yangon,Normal,Female,Health and beauty,15.34,1,0.767,15.34,2019-12-10,11:09,Cash,15.34,4.761904762,0.0,6.5,96.1735,16.8409,2019,12,10,Tuesday
667-92-0055,A,C1603,Yangon,Member,Male,Health and beauty,99.83,8,39.932,798.64,2019-01-16,15:02,Ewallet,598.98,4.761904762,199.66,8.5,96.1735,16.8409,2019,1,16,Wednesday
565-17-3836,A,C1791,Yangon,Member,Female,Health and beauty,47.67,6,14.301,286.02,2019-08-09,14:21,Cash,190.68,4.761904762,95.34,9.1,96.1735,16.8409,2019,8,9,Friday
498-41-1961,B,C1236,Mandalay,Normal,Male,Health and beauty,66.68,7,23.338,466.76,2019-07-24,18:01,Cash,333.4,4.761904762,133.36,9.12,96.0891,21.9588,2019,7,24,Wednesday
593-95-4461,C,C1439,Naypyitaw,Member,Male,Health and beauty,74.86,1,3.743,74.86,2019-11-01,14:49,Cash,74.86,4.761904762,0.0,7.245,96.0785,19.7633,2019,11,1,Friday
226-71-3580,C,C1440,Naypyitaw,Normal,Female,Health and beauty,23.75,11,13.0625,261.25,2019-07-06,12:02,Cash,213.75,4.761904762,47.5,9.975,96.0785,19.7633,2019,7,6,Saturday
283-79-9594,B,C1262,Mandalay,Normal,Female,Health and beauty,48.51,10,24.255,485.1,2019-11-01,13:30,Credit card,339.57,4.761904762,145.53,6.24,96.0891,21.9588,2019,11,1,Friday
430-60-3493,A,C1746,Yangon,Member,Female,Health and beauty,94.88,10,47.44,948.8,2019-11-25,14:38,Cash,664.16,4.761904762,284.64,4.2,96.1735,16.8409,2019,11,25,Monday
139-20-0155,B,C1290,Mandalay,Member,Male,Health and beauty,40.3,20,40.3,806.0,2019-02-08,17:37,Credit card,403.0,4.761904762,403.0,8.4,96.0891,21.9588,2019,2,8,Friday
558-80-4082,C,C1469,Naypyitaw,Normal,Male,Health and beauty,27.85,8,11.14,222.8,2019-03-18,17:20,Ewallet,194.95,4.761904762,27.85,6.3,96.0785,19.7633,2019,3,18,Monday
278-97-7759,A,C1781,Yangon,Member,Female,Health and beauty,62.48,1,3.124,62.48,2019-01-30,20:29,Cash,62.48,4.761904762,0.0,4.7,96.1735,16.8409,2019,1,30,Wednesday
316-68-6352,A,C1767,Yangon,Member,Female,Health and beauty,36.36,3,5.454,109.08,2019-07-02,10:00,Cash,72.72,4.761904762,36.36,7.1,96.1735,16.8409,2019,7,2,Tuesday
585-03-5943,B,C1291,Mandalay,Normal,Male,Health and beauty,18.11,14,12.677,253.54,2019-06-28,11:46,Ewallet,181.1,4.761904762,72.44,7.08,96.0891,21.9588,2019,6,28,Friday
211-05-0490,C,C1421,Naypyitaw,Member,Female,Electronic accessories,51.92,8,20.768,415.36,2019-04-16,13:42,Cash,259.6,4.761904762,155.76,7.875,96.0785,19.7633,2019,4,16,Tuesday
727-75-6477,C,C1332,Naypyitaw,Normal,Male,Electronic accessories,28.84,5,7.21,144.2,2019-01-30,14:44,Cash,115.36,4.761904762,28.84,6.72,96.0785,19.7633,2019,1,30,Wednesday
744-02-5987,A,C1673,Yangon,Member,Male,Home and lifestyle,78.38,8,31.352,627.04,2019-05-26,14:16,Ewallet,470.28,4.761904762,156.76,5.8,96.1735,16.8409,2019,5,26,Sunday
307-83-9164,A,C1672,Yangon,Member,Male,Home and lifestyle,60.01,6,18.003,360.06,2019-05-14,15:54,Cash,240.04,4.761904762,120.02,4.5,96.1735,16.8409,2019,5,14,Tuesday
779-06-0012,A,C1365,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,88.61,2019-03-27,10:21,Cash,88.61,4.761904762,0.0,8.085,96.0785,19.7633,2019,3,27,Wednesday
446-47-6729,A,C1408,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,199.64,2019-06-24,18:09,Credit card,199.64,4.761904762,0.0,7.035,96.0785,19.7633,2019,6,24,Monday
573-10-3877,A,C1208,Mandalay,Member,Male,Health and beauty,39.01,1,15.468250000000001,39.01,2019-07-01,16:46,Credit card,39.01,4.761904762,0.0,5.64,96.0891,21.9588,2019,7,1,Monday
735-06-4124,A,C1405,Naypyitaw,Normal,Male,Food and beverages,48.61,1,15.468250000000001,48.61,2019-04-28,15:31,Cash,48.61,4.761904762,0.0,4.62,96.0785,19.7633,2019,4,28,Sunday
439-54-7422,A,C1611,Yangon,Normal,Female,Electronic accessories,51.19,4,15.468250000000001,204.76,2019-06-16,17:15,Credit card,204.76,4.761904762,0.0,7.455,96.1735,16.8409,2019,6,16,Sunday
396-90-2219,B,C1286,Mandalay,Normal,Female,Electronic accessories,14.96,11,15.468250000000001,164.56,2019-01-27,12:29,Cash,119.68,4.761904762,44.88,7.455,96.0891,21.9588,2019,1,27,Sunday
411-77-0180,A,C1622,Yangon,Normal,Male,Electronic accessories,72.2,7,15.468250000000001,505.4,2019-04-02,20:14,Ewallet,505.4,4.761904762,0.0,7.455,96.1735,16.8409,2019,4,2,Tuesday
286-01-5402,A,C1898,Yangon,Normal,Female,Sports and travel,40.23,7,15.468250000000001,281.61,2019-06-15,13:22,Cash,281.61,4.761904762,0.0,7.455,96.1735,16.8409,2019,6,15,Saturday
803-17-8013,A,C1620,Yangon,Member,Female,Home and lifestyle,88.79,11,15.468250000000001,976.69,2019-08-11,17:09,Cash,710.32,4.761904762,266.37,7.455,96.1735,16.8409,2019,8,11,Sunday
512-98-1403,A,C1632,Yangon,Member,Female,Electronic accessories,26.48,4,15.468250000000001,105.92,2019-06-29,10:40,Ewallet,79.44,4.761904762,26.48,7.455,96.1735,16.8409,2019,6,29,Saturday
848-42-2560,A,C1670,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,163.82,2019-09-09,17:43,Cash,163.82,4.761904762,0.0,7.455,96.1735,16.8409,2019,9,9,Monday
532-59-7201,B,C1279,Mandalay,Member,Male,Sports and travel,79.93,11,43.9615,879.23,2019-12-03,14:04,Cash,479.58,4.761904762,399.65,7.455,96.0891,21.9588,2019,12,3,Tuesday
181-94-6432,C,C1470,Naypyitaw,Member,Male,Fashion accessories,69.33,3,10.3995,207.99,2019-02-25,19:05,Ewallet,138.66,4.761904762,69.33,10.0,96.0785,19.7633,2019,2,25,Monday
870-76-1733,A,C1777,Yangon,Member,Female,Food and beverages,14.23,7,4.9805,99.61,2019-10-18,10:08,Credit card,71.15,4.761904762,28.46,4.4,96.1735,16.8409,2019,10,18,Friday
423-64-4619,A,C1858,Yangon,Member,Female,Health and beauty,15.55,13,10.1075,202.15,2019-09-10,13:12,Cash,139.95,4.761904762,62.2,5.0,96.1735,16.8409,2019,9,10,Tuesday
174-36-3675,C,C1383,Naypyitaw,Member,Male,Health and beauty,99.37,3,14.9055,298.11,2019-07-03,17:29,Cash,198.74,4.761904762,99.37,5.46,96.0785,19.7633,2019,7,3,Wednesday
428-83-5800,C,C1411,Naypyitaw,Member,Female,Health and beauty,21.08,6,6.324,126.48,2019-01-03,10:25,Cash,63.24,4.761904762,63.24,7.665,96.0785,19.7633,2019,1,3,Thursday
603-07-0961,C,C1308,Naypyitaw,Member,Male,Health and beauty,74.79,8,29.916,598.32,2019-05-17,11:34,Cash,373.95,4.761904762,224.37,5.145,96.0785,19.7633,2019,5,17,Friday
704-20-4138,C,C1375,Naypyitaw,Normal,Female,Health and beauty,29.67,8,11.868,237.36,2019-12-09,18:58,Credit card,207.69,4.761904762,29.67,8.505,96.0785,19.7633,2019,12,9,Monday
787-15-1757,C,C1358,Naypyitaw,Normal,Male,Health and beauty,44.07,5,11.0175,220.35,2019-10-19,16:28,Ewallet,176.28,4.761904762,44.07,8.82,96.0785,19.7633,2019,10,19,Saturday
649-11-3678,C,C1453,Naypyitaw,Normal,Female,Health and beauty,22.93,11,12.6115,252.23,2019-11-10,20:26,Cash,206.37,4.761904762,45.86,5.775,96.0785,19.7633,2019,11,10,Sunday
622-20-1945,C,C1345,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,39.42,2019-01-27,15:08,Cash,39.42,4.761904762,0.0,8.82,96.0785,19.7633,2019,1,27,Sunday
372-94-8041,A,C1879,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,91.56,2019-03-28,18:03,Ewallet,91.56,4.761904762,0.0,9.8,96.1735,16.8409,2019,3,28,Thursday
563-91-7120,A,C1730,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,308.85,2019-03-19,13:21,Cash,308.85,4.761904762,0.0,6.7,96.1735,16.8409,2019,3,19,Tuesday
746-54-5508,A,C1851,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,129.12,2019-10-04,12:48,Credit card,129.12,4.761904762,0.0,9.4,96.1735,16.8409,2019,10,4,Friday
276-54-0879,B,C1221,Mandalay,Normal,Male,Sports and travel,97.74,6,29.322,586.44,2019-03-09,19:53,Ewallet,390.96,4.761904762,195.48,7.68,96.0891,21.9588,2019,3,9,Saturday
815-11-1168,A,C1607,Yangon,Normal,Male,Food and beverages,99.78,5,24.945,498.9,2019-02-16,19:09,Cash,498.9,4.761904762,0.0,5.4,96.1735,16.8409,2019,2,16,Saturday
719-76-3868,C,C1485,Naypyitaw,Normal,Male,Food and beverages,94.26,5,23.565,471.3,2019-06-21,16:30,Cash,377.04,4.761904762,94.26,9.03,96.0785,19.7633,2019,6,21,Friday
730-61-8757,B,C1270,Mandalay,Normal,Male,Health and beauty,51.13,6,15.339,306.78,2019-04-03,10:11,Credit card,204.52,4.761904762,102.26,4.8,96.0891,21.9588,2019,4,3,Wednesday
340-66-0321,A,C1809,Yangon,Normal,Male,Electronic accessories,36.36,4,7.272,145.44,2019-04-22,13:07,Cash,145.44,4.761904762,0.0,7.6,96.1735,16.8409,2019,4,22,Monday
868-81-1752,B,C1296,Mandalay,Normal,Male,Home and lifestyle,22.02,13,14.313,286.26,2019-02-21,18:48,Cash,198.18,4.761904762,88.08,8.16,96.0891,21.9588,2019,2,21,Thursday
634-97-8956,A,C1712,Yangon,Normal,Male,Health and beauty,32.9,3,4.935,98.7,2019-01-16,17:27,Credit card,98.7,4.761904762,0.0,9.1,96.1735,16.8409,2019,1,16,Wednesday
566-71-1091,A,C1854,Yangon,Normal,Male,Health and beauty,77.02,5,19.255,385.1,2019-09-05,15:59,Cash,385.1,4.761904762,0.0,5.5,96.1735,16.8409,2019,9,5,Thursday
442-48-3607,A,C1659,Yangon,Normal,Male,Health and beauty,23.48,2,15.468250000000001,46.96,2019-04-19,11:21,Credit card,46.96,4.761904762,0.0,7.9,96.1735,16.8409,2019,4,19,Friday
835-16-0096,C,C1333,Naypyitaw,Member,Male,Health and beauty,14.7,8,15.468250000000001,117.6,2019-07-19,13:48,Ewallet,73.5,4.761904762,44.1,8.925,96.0785,19.7633,2019,7,19,Friday
527-09-6272,A,C1679,Yangon,Member,Female,Health and beauty,28.45,7,15.468250000000001,199.15,2019-04-08,10:17,Credit card,142.25,4.761904762,56.9,9.1,96.1735,16.8409,2019,4,8,Monday
898-04-2717,A,C1704,Yangon,Normal,Male,Health and beauty,76.4,9,15.468250000000001,687.6,2019-10-21,15:49,Ewallet,687.6,4.761904762,0.0,7.5,96.1735,16.8409,2019,10,21,Monday
692-27-8933,B,C1239,Mandalay,Normal,Female,Health and beauty,57.95,8,15.468250000000001,463.6,2019-07-20,13:02,Cash,347.7,4.761904762,115.9,6.24,96.0891,21.9588,2019,7,20,Saturday
633-09-3463,C,C1482,Naypyitaw,Normal,Female,Health and beauty,47.65,4,15.468250000000001,190.6,2019-04-19,12:58,Credit card,142.95,4.761904762,47.65,9.975,96.0785,19.7633,2019,4,19,Friday
374-17-3652,B,C1272,Mandalay,Member,Female,Health and beauty,42.82,18,38.538,770.76,2019-02-13,15:26,Credit card,385.38,4.761904762,385.38,10.0,96.0891,21.9588,2019,2,13,Wednesday
378-07-7001,B,C1287,Mandalay,Member,Male,Health and beauty,48.09,6,14.427,288.54,2019-10-10,18:23,Credit card,144.27,4.761904762,144.27,9.36,96.0891,21.9588,2019,10,10,Thursday
433-75-6987,B,C1249,Mandalay,Member,Female,Health and beauty,55.97,14,39.179,783.58,2019-07-05,19:06,Ewallet,391.79,4.761904762,391.79,10.0,96.0891,21.9588,2019,7,5,Friday
873-95-4984,B,C1276,Mandalay,Member,Female,Health and beauty,76.9,14,53.83,1076.6,2019-12-22,20:21,Cash,538.3,4.761904762,538.3,9.24,96.0891,21.9588,2019,12,22,Sunday
416-13-5917,C,C1466,Naypyitaw,Normal,Female,Food and beverages,97.03,6,29.109,582.18,2019-09-10,16:24,Ewallet,485.15,4.761904762,97.03,9.765,96.0785,19.7633,2019,9,10,Tuesday
150-89-8043,A,C1763,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,133.95,2019-07-17,15:04,Cash,133.95,4.761904762,0.0,6.2,96.1735,16.8409,2019,7,17,Wednesday
135-84-8019,A,C1652,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,701.37,2019-07-01,16:10,Ewallet,701.37,4.761904762,0.0,7.6,96.1735,16.8409,2019,7,1,Monday
441-94-7118,A,C1833,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,71.95,2019-09-12,12:14,Cash,71.95,4.761904762,0.0,7.3,96.1735,16.8409,2019,9,12,Thursday
725-96-3778,C,C1368,Naypyitaw,Member,Female,Home and lifestyle,89.25,14,62.475,1249.5,2019-06-08,10:13,Cash,714.0,4.761904762,535.5,4.935,96.0785,19.7633,2019,6,8,Saturday
531-80-1784,A,C1645,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,182.14,2019-08-05,17:38,Cash,182.14,4.761904762,0.0,5.1,96.1735,16.8409,2019,8,5,Monday
400-45-1220,B,C1284,Mandalay,Normal,Female,Health and beauty,13.5,14,9.45,189.0,2019-09-18,11:06,Credit card,135.0,4.761904762,54.0,5.76,96.0891,21.9588,2019,9,18,Wednesday
834-61-8124,A,C1856,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,361.83,2019-03-04,18:22,Cash,361.83,4.761904762,0.0,5.5,96.1735,16.8409,2019,3,4,Monday
115-99-4379,B,C1202,Mandalay,Member,Female,Fashion accessories,54.73,14,38.311,766.22,2019-03-27,19:02,Credit card,383.11,4.761904762,383.11,10.0,96.0891,21.9588,2019,3,27,Wednesday
565-67-6697,A,C1255,Mandalay,Member,Male,Home and lifestyle,27.0,18,24.3,486.0,2019-05-28,14:16,Cash,243.0,4.761904762,243.0,5.76,96.0891,21.9588,2019,5,28,Tuesday
320-49-6392,A,C1354,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,30.24,2019-12-20,15:44,Cash,30.24,4.761904762,0.0,8.82,96.0785,19.7633,2019,12,20,Friday
889-04-9723,A,C1274,Mandalay,Member,Female,Food and beverages,89.14,8,35.656,713.12,2019-05-05,12:20,Credit card,356.56,4.761904762,356.56,9.36,96.0891,21.9588,2019,5,5,Sunday
632-90-0281,A,C1448,Naypyitaw,Normal,Female,Fashion accessories,37.55,12,22.53,450.6,2019-06-24,20:01,Credit card,375.5,4.761904762,75.1,9.765,96.0785,19.7633,2019,6,24,Monday
554-42-2417,A,C1341,Naypyitaw,Normal,Female,Sports and travel,95.44,12,57.264,1145.28,2019-03-15,13:45,Cash,954.4,4.761904762,190.88,5.46,96.0785,19.7633,2019,3,15,Friday
453-63-6187,A,C1242,Mandalay,Normal,Male,Electronic accessories,27.5,4,5.5,110.0,2019-03-16,15:40,Ewallet,82.5,4.761904762,27.5,7.8,96.0891,21.9588,2019,3,16,Saturday
578-80-7669,A,C1204,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,74.97,2019-05-15,16:58,Cash,74.97,4.761904762,0.0,6.72,96.0891,21.9588,2019,5,15,Wednesday
612-36-5536,A,C1619,Yangon,Member,Male,Food and beverages,80.96,11,44.528,890.56,2019-04-08,11:12,Credit card,647.68,4.761904762,242.88,7.4,96.1735,16.8409,2019,4,8,Monday
605-72-4132,A,C1327,Naypyitaw,Normal,Female,Food and beverages,94.47,10,47.235,944.7,2019-07-06,15:12,Cash,755.76,4.761904762,188.94,9.555,96.0785,19.7633,2019,7,6,Saturday
471-41-2823,A,C1415,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,199.58,2019-03-16,20:37,Ewallet,199.58,4.761904762,0.0,8.4,96.0785,19.7633,2019,3,16,Saturday
462-67-9126,A,C1724,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,439.32,2019-03-03,17:44,Cash,439.32,4.761904762,0.0,7.2,96.1735,16.8409,2019,3,3,Sunday
272-27-9238,A,C1373,Naypyitaw,Normal,Female,Food and beverages,41.24,5,10.31,206.2,2019-09-28,16:23,Cash,164.96,4.761904762,41.24,7.455,96.0785,19.7633,2019,9,28,Saturday
834-25-9262,A,C1379,Naypyitaw,Normal,Female,Fashion accessories,81.68,5,20.42,408.4,2019-01-29,12:12,Cash,326.72,4.761904762,81.68,9.555,96.0785,19.7633,2019,1,29,Tuesday
122-61-9553,A,C1372,Naypyitaw,Normal,Female,Electronic accessories,51.32,11,28.226,564.52,2019-02-21,19:33,Cash,461.88,4.761904762,102.64,5.88,96.0785,19.7633,2019,2,21,Thursday
468-88-0009,A,C1670,Yangon,Member,Male,Home and lifestyle,65.94,6,19.782,395.64,2019-04-01,10:29,Cash,263.76,4.761904762,131.88,6.0,96.1735,16.8409,2019,4,1,Monday
613-59-9758,A,C1398,Naypyitaw,Normal,Female,Sports and travel,14.36,12,8.616,172.32,2019-07-14,14:28,Cash,143.6,4.761904762,28.72,5.67,96.0785,19.7633,2019,7,14,Sunday
254-31-0042,A,C1835,Yangon,Member,Male,Electronic accessories,21.5,13,13.975,279.5,2019-02-01,12:46,Credit card,193.5,4.761904762,86.0,7.8,96.1735,16.8409,2019,2,1,Friday
201-86-2184,A,C1246,Mandalay,Member,Female,Electronic accessories,26.26,14,18.382,367.64,2019-05-01,19:40,Cash,183.82,4.761904762,183.82,10.0,96.0891,21.9588,2019,5,1,Wednesday
261-12-8671,A,C1243,Mandalay,Normal,Female,Fashion accessories,60.96,3,9.144,182.88,2019-08-13,19:39,Credit card,121.92,4.761904762,60.96,5.88,96.0891,21.9588,2019,8,13,Tuesday
730-70-9830,A,C1471,Naypyitaw,Normal,Female,Home and lifestyle,70.11,7,24.5385,490.77,2019-09-14,17:54,Ewallet,420.66,4.761904762,70.11,5.46,96.0785,19.7633,2019,9,14,Saturday
382-25-8917,A,C1460,Naypyitaw,Normal,Male,Fashion accessories,42.08,7,14.728,294.56,2019-10-09,12:25,Cash,252.48,4.761904762,42.08,9.345,96.0785,19.7633,2019,10,9,Wednesday
422-29-8786,A,C1615,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,335.45,2019-10-17,16:47,Credit card,335.45,4.761904762,0.0,9.1,96.1735,16.8409,2019,10,17,Thursday
667-23-5919,A,C1868,Yangon,Member,Female,Fashion accessories,96.7,7,33.845,676.9,2019-08-04,12:52,Ewallet,483.5,4.761904762,193.4,7.455,96.1735,16.8409,2019,8,4,Sunday
843-01-4703,A,C1222,Mandalay,Member,Female,Health and beauty,35.38,18,31.842,636.84,2019-12-20,19:50,Credit card,318.42,4.761904762,318.42,7.455,96.0891,21.9588,2019,12,20,Friday
743-88-1662,A,C1419,Naypyitaw,Normal,Male,Health and beauty,95.49,8,38.196,763.92,2019-08-12,18:17,Ewallet,668.43,4.761904762,95.49,7.455,96.0785,19.7633,2019,8,12,Monday
595-86-2894,A,C1403,Naypyitaw,Member,Male,Health and beauty,96.98,7,33.943,678.86,2019-05-29,17:20,Ewallet,387.92,4.761904762,290.94,7.455,96.0785,19.7633,2019,5,29,Wednesday
182-69-8360,A,C1264,Mandalay,Normal,Female,Health and beauty,23.65,6,7.095,141.9,2019-08-03,13:32,Credit card,94.6,4.761904762,47.3,7.455,96.0891,21.9588,2019,8,3,Saturday
289-15-7034,A,C1654,Yangon,Member,Male,Health and beauty,82.33,6,24.699,493.98,2019-07-27,10:37,Credit card,329.32,4.761904762,164.66,7.455,96.1735,16.8409,2019,7,27,Saturday
462-78-5240,A,C1369,Naypyitaw,Normal,Female,Health and beauty,26.61,2,2.661,53.22,2019-10-20,14:35,Cash,53.22,4.761904762,0.0,7.455,96.0785,19.7633,2019,10,20,Sunday
868-52-7573,A,C1243,Mandalay,Normal,Female,Health and beauty,99.69,7,34.8915,697.83,2019-12-31,12:09,Cash,498.45,4.761904762,199.38,7.455,96.0891,21.9588,2019,12,31,Tuesday
153-58-4872,A,C1369,Naypyitaw,Member,Female,Health and beauty,74.89,7,26.2115,524.23,2019-10-12,15:32,Ewallet,299.56,4.761904762,224.67,4.41,96.0785,19.7633,2019,10,12,Saturday
662-72-2873,A,C1635,Yangon,Normal,Female,Health and beauty,40.94,5,10.235,204.7,2019-01-05,13:58,Ewallet,204.7,4.761904762,0.0,9.9,96.1735,16.8409,2019,1,5,Saturday
525-88-7307,A,C1270,Mandalay,Member,Male,Health and beauty,75.82,1,3.791,75.82,2019-07-02,13:19,Cash,75.82,4.761904762,0.0,6.96,96.0891,21.9588,2019,7,2,Tuesday
689-16-9784,A,C1301,Naypyitaw,Normal,Male,Health and beauty,46.77,7,16.3695,327.39,2019-05-14,13:37,Cash,280.62,4.761904762,46.77,6.3,96.0785,19.7633,2019,5,14,Tuesday
725-56-0833,A,C1776,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,323.2,2019-05-29,16:49,Credit card,323.2,4.761904762,0.0,10.0,96.1735,16.8409,2019,5,29,Wednesday
394-41-0748,A,C1431,Naypyitaw,Member,Female,Health and beauty,54.07,15,40.5525,811.05,2019-10-01,14:55,Ewallet,486.63,4.761904762,324.42,9.975,96.0785,19.7633,2019,10,1,Tuesday
596-42-3999,A,C1228,Mandalay,Normal,Male,Health and beauty,18.22,10,9.11,182.2,2019-10-02,14:04,Credit card,127.54,4.761904762,54.66,7.92,96.0891,21.9588,2019,10,2,Wednesday
541-89-9860,A,C1497,Naypyitaw,Member,Female,Health and beauty,80.48,6,24.144,482.88,2019-03-18,12:31,Cash,241.44,4.761904762,241.44,8.505,96.0785,19.7633,2019,3,18,Monday
173-82-9529,A,C1217,Mandalay,Normal,Female,Health and beauty,37.95,14,26.565,531.3,2019-06-01,14:51,Cash,379.5,4.761904762,151.8,10.0,96.0891,21.9588,2019,6,1,Saturday
563-36-9814,A,C1609,Yangon,Member,Male,Health and beauty,76.82,1,3.841,76.82,2019-10-12,18:27,Ewallet,76.82,4.761904762,0.0,7.2,96.1735,16.8409,2019,10,12,Saturday
308-47-4913,A,C1840,Yangon,Member,Female,Health and beauty,52.26,14,36.582,731.64,2019-03-15,12:45,Credit card,522.6,4.761904762,209.04,6.2,96.1735,16.8409,2019,3,15,Friday
885-17-6250,A,C1661,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,79.74,2019-10-17,10:36,Ewallet,79.74,4.761904762,0.0,7.3,96.1735,16.8409,2019,10,17,Thursday
726-27-2396,A,C1812,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,387.5,2019-03-30,20:36,Ewallet,387.5,4.761904762,0.0,4.3,96.1735,16.8409,2019,3,30,Saturday
316-01-3952,A,C1732,Yangon,Normal,Female,Health and beauty,54.27,5,13.5675,271.35,2019-08-01,14:16,Ewallet,271.35,4.761904762,0.0,4.6,96.1735,16.8409,2019,8,1,Thursday
760-54-1821,A,C1216,Mandalay,Normal,Male,Health and beauty,13.59,13,8.8335,176.67,2019-02-26,10:26,Cash,122.31,4.761904762,54.36,6.96,96.0891,21.9588,2019,2,26,Tuesday
793-10-3222,A,C1215,Mandalay,Member,Female,Health and beauty,41.06,11,22.583,451.66,2019-04-06,13:30,Credit card,246.36,4.761904762,205.3,9.96,96.0891,21.9588,2019,4,6,Saturday
346-12-3257,A,C1252,Mandalay,Member,Male,Health and beauty,19.24,18,17.316,346.32,2019-06-07,16:28,Cash,173.16,4.761904762,173.16,9.6,96.0891,21.9588,2019,6,7,Friday
110-05-6330,A,C1499,Naypyitaw,Normal,Female,Health and beauty,39.43,7,13.8005,276.01,2019-09-23,20:18,Credit card,236.58,4.761904762,39.43,9.87,96.0785,19.7633,2019,9,23,Monday
651-61-0874,A,C1309,Naypyitaw,Normal,Male,Health and beauty,46.22,5,11.555,231.1,2019-03-19,20:04,Credit card,184.88,4.761904762,46.22,6.51,96.0785,19.7633,2019,3,19,Tuesday
236-86-3015,A,C1437,Naypyitaw,Member,Male,Health and beauty,13.98,1,0.699,13.98,2019-06-10,13:38,Ewallet,13.98,4.761904762,0.0,10.0,96.0785,19.7633,2019,6,10,Monday
